Date,open,high,low,close,adj_close,volume,llt,llt_slope,garch_volitility,bolinger_upper,bolinger_lower,bolinger_upper_smooth,bolinger_lower_smooth,upper_max,lower_min,upper_retrace,lower_retrace,upper_deviation,lower_deviation,upper_rise,lower_down,upper_down,lower_rise,middle,Bull,Bear,strategy_ret
2022-02-08,17955.94921875,18063.55078125,17955.94921875,17966.560546875,17966.560546875,4040800,17967.772640048912,-24.88987749280568,1455.5126272250352,19423.285267273946,16512.260012823877,19906.58054098973,16531.812516110647,20220.996055634063,16450.904571312563,0.03944962879995493,0.003729608985654619,0.08107977687762395,0.08094484919675266,True,True,True,False,17383.510131227336,False,True,-110478.125
2022-02-09,18060.330078125,18168.599609375,18039.23046875,18151.759765625,18151.759765625,3901200,17971.785670496436,4.013030447524216,1432.4582071197233,19404.243877616158,16539.327463376714,19852.076239417158,16532.627899462004,20220.996055634063,16450.904571312563,0.04039129307828226,0.005374956233005237,0.06900069900457018,0.08883063257050365,True,True,True,False,17342.991929714703,False,True,-141869.921875
2022-02-10,18217.2890625,18338.05078125,18145.0390625,18338.05078125,18338.05078125,3618700,18012.13026786803,40.34459737159341,1436.1738452352768,19448.304113103306,16575.956422632753,19808.839805951386,16537.267572899455,20220.996055634063,16450.904571312563,0.03821235810564664,0.007601518249534902,0.060543693825327406,0.0960895124371084,True,True,True,False,17306.36809531401,False,True,-150174.21875
2022-02-11,18258.810546875,18310.939453125,18191.75,18310.939453125,18310.939453125,3541200,18062.657161325966,50.52689345793624,1473.5594209206624,19536.216582246627,16589.097740405305,19779.98865332929,16542.752652463914,20220.996055634063,16450.904571312563,0.033864774588917436,0.008400338625374162,0.0669150336201083,0.09403349932577275,True,True,True,False,17273.167423885745,False,True,-134958.203125
2022-02-14,18182.73046875,18182.73046875,17965.220703125,17997.669921875,17997.669921875,3594200,18073.015190796446,10.358029470480687,1520.4548926043628,19593.47008340081,16552.560298192082,19760.456619451168,16543.779699093648,20220.996055634063,16450.904571312563,0.031033385818717275,0.006179339649005565,0.08866704237009143,0.08029426197701743,True,True,True,False,17242.776268686077,False,True,-94100.0
2022-02-15,17978.439453125,18085.91015625,17942.6796875,17951.810546875,17951.810546875,3611800,18047.203021275192,-25.812169521253963,1530.0780720485304,19577.281093323723,16517.12494922666,19741.45481952357,16541.01465599646,20220.996055634063,16450.904571312563,0.03183398881733054,0.004025333538775412,0.09054632914069387,0.07991871315164277,True,True,True,False,17214.70580417849,False,True,-120246.09375
2022-02-16,18109.169921875,18233.7890625,18109.169921875,18231.470703125,18231.470703125,3822800,18048.366112265852,1.163090990659839,1506.1030824015913,19554.469194667443,16542.26302986426,19722.221212434306,16541.14306550651,20220.996055634063,16450.904571312563,0.032962118143577274,0.00555340031033984,0.07256674533205222,0.0926533959200119,True,True,True,False,17188.7995449988,False,True,-141072.265625
2022-02-17,18213.30078125,18330.630859375,18190.240234375,18268.5703125,18268.5703125,5115800,18080.625038244067,32.25892597821439,1507.1829600424896,19587.807998286557,16573.442078201577,19708.4998804034,16544.440252321583,20220.996055634063,16450.904571312563,0.031313396016962515,0.007448678968249379,0.07221351551981534,0.09278932096501041,True,True,True,False,17164.934386010755,False,True,-148485.9375
2022-02-18,18250.369140625,18262.9609375,18098.51953125,18232.349609375,18232.349609375,4870600,18108.534416341477,27.90937809741081,1537.1500328788,19645.684449220276,16571.38438346268,19702.13107489627,16547.172095876012,20220.996055634063,16450.904571312563,0.02845120016990908,0.007323598020269996,0.07751797602205616,0.09109989998536776,True,True,True,False,17142.87144707737,False,True,-137692.1875
2022-02-21,18196.400390625,18253.099609375,18129.650390625,18221.490234375,18221.490234375,4487800,18127.969960429153,19.435544087675225,1563.1007536067273,19691.07071403588,16564.869206822426,19701.01652956995,16548.955422165604,20220.996055634063,16450.904571312563,0.026206688342166693,0.006927560427807535,0.08065094900352895,0.09091578165365112,True,True,True,False,17231.083346473664,False,True,-130314.0625
2022-02-22,18159.509765625,18159.509765625,17840.380859375,17969.2890625,17969.2890625,5056200,18119.053847434316,-8.916112994837022,1581.1849565441353,19700.23880397845,16537.868890890182,19700.938589775535,16547.844385087956,20220.996055634063,16450.904571312563,0.025753293765690546,0.005286294088002255,0.09632822620071028,0.07965925455543145,True,True,True,False,17313.411854583726,False,True,-89362.109375
2022-02-23,17954.75,18109.279296875,17954.75,18055.73046875,18055.73046875,3709000,18095.43357677009,-23.620270664225245,1572.8875172232792,19668.32109399337,16522.54605954681,19697.68601427807,16545.321668005945,20220.996055634063,16450.904571312563,0.027331737769994945,0.004354866197399071,0.08931184634342908,0.08491400621297224,True,True,True,False,17288.634751790894,False,True,-86317.96875
2022-02-24,17939.529296875,17939.529296875,17561.0703125,17594.55078125,17594.55078125,6003200,18038.934936998743,-56.49863977134737,1550.9166055827689,19589.851542581513,16488.018331415973,19686.980862862347,16539.632940781983,20220.996055634063,16450.904571312563,0.031212335500985254,0.00225603157215619,0.11340447313141105,0.06289063378720793,True,True,True,False,17265.228445196866,False,True,-21883.984375
2022-02-25,17617.359375,17737.3203125,17554.970703125,17652.1796875,17652.1796875,5029500,17951.686894492086,-87.24804250665693,1498.427733645486,19450.114628137573,16453.2591608466,19663.560741347774,16531.092743298326,20180.35213615893,16450.904571312563,0.03618556817514227,0.0001431282713864714,0.10185342390949832,0.06791912091753688,True,True,True,False,17242.981908775695,False,True,-29912.109375
2022-03-01,17657.5,17944.5,17657.5,17898.25,17898.25,4576900,17907.343437288648,-44.34345720343845,1417.5703032731533,19324.913740561802,16489.773134015493,19630.198390209727,16527.02207587596,20098.674145241752,16450.904571312563,0.03849808196741839,0.0023627006365783522,0.07970967779318101,0.07869355193856979,True,True,True,False,17221.924266631588,False,True,-71233.984375
2022-03-02,17864.109375,17918.98046875,17784.640625,17867.599609375,17867.599609375,4013600,17891.10739340129,-16.23604388735839,1376.578914303428,19267.686307704716,16514.528479097862,19594.601636489286,16525.79527128363,19976.55380741712,16450.904571312563,0.035484974362755564,0.003867502088380448,0.07835896980784711,0.07572763884675317,True,True,True,False,17202.0348667645,False,True,-84842.1875
2022-03-03,17932.150390625,18026.029296875,17906.240234375,17934.400390625,17934.400390625,4006800,17881.399035051327,-9.70835834996251,1361.5895093480435,19242.98854439937,16519.809525703284,19560.176884813944,16525.209235638682,19832.334099932534,16450.904571312563,0.02971639911689309,0.004188520703650442,0.07296525812250847,0.0788758382834576,True,True,True,False,17183.234154788788,False,True,-67414.0625
2022-03-04,17845.009765625,17845.009765625,17710.5390625,17736.51953125,17736.51953125,4422400,17860.950966820157,-20.4480682311696,1352.631760350998,19213.582727171157,16508.319206469158,19526.33377620926,16523.560012537495,19700.23880397845,16450.904571312563,0.024703054701499985,0.003490059461940775,0.08327807455790394,0.06924697501202953,True,True,True,False,17165.40512391713,False,True,-14726.171875
2022-03-07,17581.5703125,17581.5703125,17135.6796875,17178.689453125,17178.689453125,5833800,17770.451305087834,-90.49966173232315,1333.7777400749633,19104.229045162796,16436.673565012872,19485.216410978734,16515.09637417079,19700.23880397845,16436.673565012872,0.030253935738854567,0.0,0.11208885272022415,0.0431939753109133,True,True,True,False,17148.29173576591,False,True,101587.890625
2022-03-08,17000.0,17113.669921875,16764.779296875,16825.25,16825.25,5875900,17605.169331658773,-165.2819734290606,1250.5651413732344,18855.734473032007,16354.60419028554,19424.031270663567,16499.496662410136,19700.23880397845,16354.60419028554,0.04286772050579888,0.0,0.12068079065880194,0.027972589394776332,True,True,True,False,17131.655964654223,False,True,112771.875
2022-03-09,16944.080078125,17072.740234375,16944.080078125,17015.359375,17015.359375,3963600,17449.334254513087,-155.83507714568623,1099.7941638252544,18549.128418338343,16349.540090687833,19339.15785957747,16484.94953215102,19700.23880397845,16349.540090687833,0.058431290965246574,0.0,0.09014026736290094,0.03913048614714709,True,True,True,False,17115.48830384164,False,True,56641.796875
2022-03-10,17224.73046875,17478.4296875,17224.73046875,17433.19921875,17433.19921875,4493300,17377.092595183072,-72.24165933001495,959.620485869306,18336.713081052378,16417.472109313767,19242.083644345705,16478.415189304298,19700.23880397845,16349.540090687833,0.06921366469175533,0.004154980400006826,0.05182719769132321,0.05826395354581757,True,True,True,False,17099.94993519439,False,True,26823.828125
2022-03-11,17373.8203125,17373.900390625,17239.900390625,17264.740234375,17264.740234375,3114900,17341.363351931737,-35.72924325133499,895.5490851115036,18236.91243704324,16445.814266820234,19144.90084028498,16475.263239627515,19700.23880397845,16349.540090687833,0.07427962582056068,0.005888494452956267,0.05630969186160093,0.04743343696097096,True,True,True,False,17085.076442442794,False,True,44007.8125
2022-03-14,17287.900390625,17363.0390625,17217.580078125,17263.0390625,17263.0390625,3432300,17295.908113410085,-45.45523852165206,864.131645586681,18160.039758996765,16431.776467823405,19049.819045474705,16471.06488069934,19700.23880397845,16349.540090687833,0.07818174491725663,0.005029889322844705,0.05196076387530709,0.048152737861916935,True,True,True,False,17070.7971037976,False,True,66133.984375
2022-03-15,17177.26953125,17177.26953125,16911.94921875,16926.060546875,16926.060546875,4138100,17225.747916026572,-70.16019738351315,824.4636032410949,18050.21151926767,16401.284312785476,18953.439380047133,16464.33681231994,19700.23880397845,16349.540090687833,0.08375671488700731,0.0031648732509065827,0.06641539354532301,0.03100403857331184,True,True,True,False,17057.013915354924,False,True,100071.875
2022-03-16,17007.580078125,17085.76953125,16808.4296875,16940.830078125,16940.830078125,4846600,17136.19079905597,-89.55711697060178,764.0134809308366,17900.204279986807,16372.177318125134,18852.008706161076,16455.461491320246,19700.23880397845,16349.540090687833,0.0913712032581111,0.0013845788512542997,0.056630885112330324,0.033566995086866745,True,True,True,False,17043.64608370971,False,True,67025.78125
2022-03-17,17172.810546875,17472.94921875,17172.810546875,17448.220703125,17448.220703125,5028900,17112.532694678597,-23.658104377373093,688.5732548359051,17801.105949514502,16423.959439842693,18750.910399664757,16452.430950163704,19700.23880397845,16349.540090687833,0.09640151438572504,0.004551770186933044,0.02022471244453594,0.058702906199419,True,True,True,False,17030.793580806538,False,True,13605.859375
2022-03-18,17439.91015625,17472.380859375,17359.5,17456.51953125,17456.51953125,4984000,17144.469278772078,31.936584093480633,669.0416020964608,17813.51088086854,16475.427676675616,18660.818048016532,16454.64113816799,19700.23880397845,16349.540090687833,0.0957718300718713,0.0076997631303087274,0.020450316512376224,0.056202031156214784,True,True,True,False,17018.535018197206,False,True,798.046875
2022-03-21,17503.94921875,17603.990234375,17503.94921875,17560.359375,17560.359375,3703600,17184.350440779766,39.881162007688545,695.450834193291,17879.80127497306,16488.899606586474,18585.820757067897,16457.930814410698,19700.23880397845,16349.540090687833,0.09240687623734563,0.008523757556826663,0.018191079872080282,0.06101582237200234,True,True,True,False,17006.855763951655,False,True,-894.140625
2022-03-22,17512.41015625,17573.2890625,17468.55078125,17559.7109375,17559.7109375,3448800,17229.956234238824,45.60579345905717,728.8702213816134,17958.826455620438,16501.08601285721,18525.66085665982,16462.071541742094,19700.23880397845,16349.540090687833,0.0883954943737197,0.009269124472540484,0.0227290483050093,0.06028714985176792,True,True,True,False,16995.73771860044,False,True,-14735.9375
2022-03-23,17581.619140625,17738.689453125,17581.619140625,17731.369140625,17731.369140625,3950500,17286.87116830921,56.91493407038797,767.6094336240426,18054.480601933254,16519.26173468517,18480.483411057918,16467.555020314743,19668.32109399337,16349.540090687833,0.08205278347591029,0.01038082068706044,0.018222589510471638,0.06835949307280091,True,True,True,True,16985.174064634728,False,True,-40646.09375
2022-03-24,17711.169921875,17711.169921875,17603.220703125,17699.060546875,17699.060546875,3883600,17350.14554052782,63.27437221860964,816.6213499164697,18166.76689044429,16533.52419061135,18450.423155841327,16473.876173219487,19589.851542581513,16349.540090687833,0.07264397328606254,0.011253166688664827,0.026425489778431795,0.06585300689699257,True,True,True,True,16975.14861578345,False,True,-37572.265625
2022-03-25,17695.80078125,17747.130859375,17633.859375,17676.94921875,17676.94921875,3872300,17399.742532674307,49.59699214648572,871.835709425205,18271.578242099513,16527.9068232491,18433.296234295252,16479.050369593202,19450.114628137573,16349.540090687833,0.060592773285414306,0.010909587154861908,0.03363866784879304,0.06500230222317468,True,True,True,True,16965.608264895178,False,True,-442.1875
2022-03-28,17510.150390625,17527.150390625,17368.66015625,17520.009765625,17520.009765625,3202100,17425.341268642464,25.59873596815669,915.5629512754872,18340.90421991795,16509.778317366978,18424.45304805668,16481.991456728538,19324.913740561802,16349.540090687833,0.05091921929661592,0.00980077884700935,0.04685468017852245,0.05766158020300532,True,True,True,False,16956.483419458073,False,True,-12076.171875
2022-03-29,17568.3203125,17585.91015625,17493.009765625,17548.66015625,17548.66015625,3429900,17435.29944341837,9.958174775907537,938.2661447689582,18373.565588187328,16497.033298649414,18419.584734045256,16483.430483356493,19267.686307704716,16349.540090687833,0.0464051939209665,0.009021245071327011,0.047006747215600726,0.05992633330619525,True,True,True,False,16947.723179900637,False,True,-12992.1875
2022-03-30,17572.900390625,17770.0703125,17572.900390625,17740.560546875,17740.560546875,3739000,17465.85962133392,30.560177915547683,947.1206166460396,18412.98023797996,16518.73900468788,18418.953165162886,16486.806935266668,19242.98854439937,16349.540090687833,0.043133025023859066,0.010348848534058533,0.03790295629770307,0.06887164241280667,True,True,True,True,16974.472815996316,False,True,-49232.03125
2022-03-31,17754.099609375,17767.810546875,17682.529296875,17693.470703125,17693.470703125,3422500,17506.51990106811,40.660279734191136,974.3682630295563,18480.888164097665,16532.151638038555,18424.87352710092,16491.14143202939,19213.582727171157,16349.540090687833,0.03813419774321118,0.011169216157629485,0.044503278875274166,0.06563545867127892,True,True,True,True,16965.84189842548,True,False,-29964.0625
2022-04-01,17657.759765625,17657.759765625,17465.609375,17625.58984375,17625.58984375,3396600,17530.350041337435,23.830140269325057,1010.7831185775565,18541.133159914993,16519.566922759877,18435.982868144725,16493.857666918655,19104.229045162796,16349.540090687833,0.029474933739363832,0.010399487149420553,0.051943981692598076,0.06275097348769387,True,True,True,True,16957.56147331132,True,False,-29964.0625
2022-04-06,17484.189453125,17528.990234375,17381.0703125,17522.5,17522.5,4241200,17534.2746137219,3.9245723844651366,1032.2039375486552,18566.478551270557,16502.070676173244,18448.448586842434,16494.642222089962,18855.734473032007,16349.540090687833,0.015340474918924667,0.009329350222657759,0.059579315238724874,0.05823537302478279,True,True,True,False,16949.58010691095,True,False,-40775.78125
2022-04-07,17430.130859375,17438.599609375,17178.630859375,17178.630859375,17178.630859375,4863100,17494.272719458284,-40.00189426361612,1035.7369762290832,18530.009695687368,16458.5357432292,18456.23754410458,16491.194110303404,18566.478551270557,16349.540090687833,0.0019642311536073884,0.006666588291584276,0.07866627133296082,0.04191807379997445,True,True,False,False,16941.810852731163,True,False,-84721.875
2022-04-08,17210.400390625,17316.689453125,17210.400390625,17284.5390625,17284.5390625,3538700,17437.232920800798,-57.039798657486244,999.7962627526134,18437.02918355341,16437.436658048184,18454.40365337847,16486.061694505213,18566.478551270557,16372.177318125134,0.006972208938796654,0.003985990296526009,0.06667751548861482,0.04900925627167365,True,True,False,False,16967.020732741952,False,True,-72191.796875
2022-04-11,17273.05078125,17316.349609375,17046.669921875,17048.369140625,17048.369140625,4584600,17376.273686711476,-60.9592340893214,948.8412211329585,18325.114907844436,16427.432465578517,18442.06290139711,16480.46547056434,18566.478551270557,16372.177318125134,0.012999968882607708,0.0033749419139390635,0.0748896129998174,0.03642205714368521,True,True,True,False,16959.044416968547,False,True,-72191.796875
2022-04-12,17005.83984375,17100.849609375,16905.130859375,16990.91015625,16990.91015625,4100800,17296.16969288826,-80.10399382321702,894.8268496906015,18190.99654257886,16401.342843197657,18418.103446505058,16472.914737641557,18566.478551270557,16372.177318125134,0.020223652409627237,0.0017814078424520357,0.07063108304927486,0.03469898361127371,True,True,True,False,16951.20361568908,False,True,-87103.90625
2022-04-13,17080.400390625,17333.2109375,17080.400390625,17301.650390625,17301.650390625,4058700,17253.215079321948,-42.95461356631131,824.6908301112022,18077.90590943315,16428.524249210746,18385.6443889197,16468.67933537316,18566.478551270557,16372.177318125134,0.02631477156469031,0.0034416272185882474,0.04486598106437108,0.05046490489065495,True,True,True,False,16943.54450012851,False,True,-141673.828125
2022-04-14,17353.25,17374.140625,17245.650390625,17245.650390625,17245.650390625,4429600,17242.189667125953,-11.025412195995159,787.5559384518584,18029.745605577813,16454.633728674093,18351.69315528988,16467.339444098357,18566.478551270557,16372.177318125134,0.028908710082559706,0.005036374145403006,0.04546625944470376,0.04586760394846669,True,True,True,False,16936.103796128038,False,True,-98891.796875
2022-04-15,17139.33984375,17141.330078125,17004.1796875,17004.1796875,17004.1796875,4078400,17204.5702969275,-37.61937019845209,778.0857258532441,17982.656022780746,16426.484571074256,18316.49412842232,16463.442676953357,18566.478551270557,16401.342843197657,0.03144497901837493,0.0015329066721525067,0.05754328366689967,0.03397371276018776,True,True,True,False,16928.832086602273,False,True,-62755.859375
2022-04-18,16958.66015625,16999.359375,16845.509765625,16898.869140625,16898.869140625,4020900,17139.4908826131,-65.07941431440122,745.9815625814457,17885.472445194544,16393.509320031655,18275.38883314173,16456.773334323767,18566.478551270557,16393.509320031655,0.036679336051553484,0.0,0.05838280043235217,0.02990494904646941,True,True,True,False,16921.67968126472,False,True,-56291.796875
2022-04-19,16926.33984375,17106.259765625,16926.33984375,16993.400390625,16993.400390625,3514900,17083.845910887616,-55.64497172548363,691.312304109099,17775.158214996714,16392.533606778517,18227.689435528428,16450.647767044193,18566.478551270557,16392.533606778517,0.04262091672842775,0.0,0.0460036135441732,0.03535883166608442,True,True,True,False,16914.6493541868,False,True,-82450.0
2022-04-20,17057.130859375,17148.880859375,16983.55078125,17148.880859375,17148.880859375,4801300,17061.772514915472,-22.07339597214377,645.6216974541063,17707.394212369578,16416.150817461366,18178.082571291543,16447.358700724977,18566.478551270557,16392.533606778517,0.04627072045615183,0.0014407297400984404,0.0325685015584704,0.04272757201605157,True,True,True,False,16907.77743281236,False,True,-103000.0
2022-04-21,17159.880859375,17213.66015625,17106.369140625,17127.94921875,17127.94921875,3952000,17057.10525602107,-4.667258894402039,627.8164674835618,17684.92172350463,16429.28878853751,18131.067762728395,16445.636030594007,18566.478551270557,16392.533606778517,0.04748110016293846,0.002242190416726871,0.032518341667250615,0.040790664503352544,True,True,True,False,16901.079731330938,False,True,-88775.78125
2022-04-22,17088.759765625,17088.759765625,16923.869140625,17025.08984375,17025.08984375,4322500,17042.068250123582,-15.037005897487688,624.0774103274522,17666.145660451035,16417.99083979613,18086.749289466596,16443.000766227804,18566.478551270557,16392.533606778517,0.048492388491080306,0.001552977326646173,0.03765359375982206,0.03565907783897771,True,True,True,False,16894.535746115176,False,True,-53483.984375
2022-04-25,16912.30078125,16912.30078125,16579.890625,16620.900390625,16620.900390625,4528800,16980.795527415692,-61.27272270789035,612.0953158388895,17592.890843254583,16368.700211576803,18039.67654124367,16435.91871401479,18566.478551270557,16368.700211576803,0.05243793029073616,0.0,0.058480011899826635,0.015173677305138683,True,True,True,False,16888.076351296862,False,True,-6591.796875
2022-04-26,16677.83984375,16729.470703125,16582.109375,16644.7890625,16644.7890625,3941900,16892.507291748145,-88.28823566754727,564.4027447967756,17456.91003654492,16328.10454695137,17984.13375033962,16425.643072416628,18566.478551270557,16328.10454695137,0.059761925863410774,0.0,0.04879130465369449,0.019026045590575046,True,True,True,False,16881.65366686797,False,True,43512.109375
2022-04-27,16427.3203125,16427.3203125,16219.41015625,16303.349609375,16303.349609375,4261400,16787.4359940337,-105.07129771444306,499.6900819480363,17287.126075981738,16287.745912085666,17917.707466096468,16412.50118559751,18566.478551270557,16287.745912085666,0.06890657653555252,0.0,0.060341984327014105,0.0009570853636335997,True,False,True,False,16875.226920549198,False,True,58832.2265625
2022-04-28,16350.7197265625,16455.5703125,16256.8798828125,16419.380859375,16419.380859375,3635500,16677.217276499352,-110.21871753434971,431.4936690417757,17108.710945541126,16245.723607457576,17840.613344567668,16396.607951756934,18566.478551270557,16245.723607457576,0.07851610641748061,0.0,0.04198270885302831,0.01057635811025547,True,True,True,False,16868.7590966466,False,True,9008.203125
2022-04-29,16599.83984375,16663.66015625,16521.939453125,16592.1796875,16592.1796875,3416300,16612.942527492472,-64.27474900687957,375.6562213258995,16988.59874881837,16237.286306166572,17759.42447325343,16381.42611726027,18566.478551270557,16237.286306166572,0.08498541056641067,0.0,0.023891921904451167,0.021389195875258803,True,True,True,False,16862.261323588118,False,True,10333.984375
2022-05-03,16593.2109375,16604.869140625,16465.990234375,16498.900390625,16498.900390625,2457700,16567.561512553228,-45.38101493924478,353.57965707964945,16921.141169632876,16213.981855473578,17679.54824672242,16365.471110488661,18566.478551270557,16213.981855473578,0.08861871017135264,0.0,0.025592055774080646,0.01726894086307223,True,True,True,False,16855.724610257865,False,True,22702.34375
2022-05-04,16531.369140625,16617.060546875,16514.30078125,16565.830078125,16565.830078125,2630000,16528.01358880347,-39.54792374975659,343.75896436099583,16871.77255316447,16184.254624442476,17602.582599403562,16348.204628884145,18566.478551270557,16184.254624442476,0.09127772902256227,0.0,0.018468285235127578,0.023033886734501192,True,True,True,False,16849.133441668593,False,True,-9019.921875
2022-05-05,16689.98046875,16783.779296875,16650.810546875,16696.119140625,16696.119140625,3215900,16515.252115146883,-12.76147365658835,339.4875454718357,16854.739660618718,16175.764569675048,17531.330457313616,16331.775078020524,18530.009695687368,16175.764569675048,0.09040848130039288,0.0,0.009500442507490386,0.031166198957207087,False,True,True,False,16842.500642134644,False,True,30754.296875
2022-05-06,16491.109375,16491.109375,16312.169921875,16408.19921875,16408.19921875,3186200,16490.703537638263,-24.54857750861993,338.99288179273776,16829.696419431002,16151.710655845525,17464.48354779439,16314.619767008122,18437.02918355341,16151.710655845525,0.08717959645885989,0.0,0.025688205942755026,0.01563173139751861,True,True,True,False,16835.81860574064,False,True,59808.203125
