Date,open,high,low,close,adj_close,volume,llt,llt_slope,garch_volitility,bolinger_upper,bolinger_lower,bolinger_upper_smooth,bolinger_lower_smooth,middle,upper_max,lower_min,upper_retrace,lower_retrace,upper_deviation,lower_deviation,upper_rise,lower_down,upper_down,lower_rise,Bull,Bear,Consolidation,strategy_ret
2020-12-04,14010.169921875,14149.5595703125,14010.169921875,14132.4404296875,14132.4404296875,6852600,14072.302460992987,77.91105753804186,2811.641506049668,16883.943967042655,11260.66095494332,16827.54598988389,10586.903435271985,16333.304340037732,16940.79595184496,9302.730262683739,0.0033559217030835298,0.2104683933611914,0.19979967839969728,0.19979967839969728,True,True,False,True,True,False,False,2003.90625
2020-12-07,14230.0,14306.8701171875,14142.01953125,14256.599609375,14256.599609375,8157200,14209.681416769874,137.37895577688687,2738.7000342490255,16948.3814510189,11470.981382520848,16839.6555193914,10675.501334337278,16350.182712682854,16948.3814510189,9468.783596702433,0.0,0.21145248123694507,0.19273479495584525,0.19273479495584525,True,True,False,True,True,False,False,6391.9921875
2020-12-08,14251.9404296875,14367.0,14184.580078125,14360.400390625,14360.400390625,6401000,14339.968289314598,130.28687254472425,2610.1429656457954,16950.111254960393,11729.825323668803,16850.670025884032,10780.637191393582,16366.327464721604,16950.111254960393,9598.43910994933,0.0,0.22205550186906645,0.18201874041735072,0.18201874041735072,True,True,False,True,True,False,False,23341.9921875
2020-12-09,14336.6904296875,14427.41015625,14336.6904296875,14390.1396484375,14390.1396484375,6287100,14423.096702211973,83.1284128973748,2488.301323559084,16911.398025771057,11934.795378652889,16856.69873288038,10895.215006427314,16381.651566851564,16950.111254960393,9729.340394044422,0.0022839513326501936,0.2266808329533297,0.17252198851148728,0.17252198851148728,True,True,False,True,True,False,False,15033.984375
2020-12-10,14295.150390625,14319.3798828125,14191.849609375,14249.490234375,14249.490234375,6332100,14383.398941406762,-39.697760805211146,2410.606840733341,16794.005782140102,11972.792100673421,16850.499974639675,11001.760316770467,16395.859094360294,16950.111254960393,9806.921740304937,0.009209701958422663,0.22085119242535514,0.16759646663166058,0.16759646663166058,True,True,False,True,True,False,False,15721.875
2020-12-11,14298.58984375,14353.169921875,14081.419921875,14261.6904296875,14261.6904296875,6398300,14301.381968002206,-82.01697340455576,2447.704924504789,16749.086892506995,11853.677043497417,16840.50910258633,11085.688256222093,16408.937035778705,16950.111254960393,9956.198417603488,0.011859766548409449,0.19058264473104616,0.1711516362531442,0.1711516362531442,True,True,False,True,True,False,False,3787.890625
2020-12-14,14238.919921875,14270.33984375,14182.25,14211.0498046875,14211.0498046875,5733400,14252.612127670047,-48.76984033215922,2524.377798713242,16776.98992638329,11728.234328956805,16834.27185814416,11148.782854744493,16421.089459274863,16950.111254960393,10254.99219554493,0.010213580664636712,0.1436609707077003,0.17711685241278755,0.17711685241278755,True,True,False,True,True,False,False,-2730.078125
2020-12-15,14206.330078125,14256.5498046875,14053.349609375,14068.51953125,14068.51953125,6314600,14151.846896899964,-100.76523077008278,2569.986008662106,16721.83290556207,11581.860888237858,16823.26349950123,11191.183448165068,16432.26096039226,16950.111254960393,10547.845116870454,0.013467660829159312,0.09803099684442428,0.1816007498798673,0.1816007498798673,True,True,False,True,True,False,False,-14948.046875
2020-12-16,14145.240234375,14339.5,14145.240234375,14304.4599609375,14304.4599609375,4861300,14164.506975334018,12.660078434053503,2664.2538964625974,16828.760871796614,11500.253078871421,16823.800289183142,11221.36248277299,16442.843104413634,16950.111254960393,10750.552413577901,0.007159267649542197,0.06973601322539026,0.18809365557884303,0.18809365557884303,True,True,False,True,True,False,False,21235.9375
2020-12-17,14326.16015625,14338.400390625,14213.490234375,14258.9296875,14258.9296875,4300900,14256.472130991839,91.96515565782101,2652.4076725836853,16908.879803575524,11604.064458408153,16832.087913579664,11258.641612214691,16453.086388865373,16950.111254960393,10802.927334856357,0.002432518038653136,0.07415926245906279,0.1860493709953442,0.1860493709953442,True,True,False,True,True,False,False,9629.8828125
2020-12-18,14268.1298828125,14329.1201171875,14245.599609375,14249.9599609375,14249.9599609375,5686900,14261.92534321302,5.453212221182184,2566.3758217011573,16828.301164914177,11695.549521511864,16831.71984464159,11301.108711147426,16462.79493901348,16950.111254960393,10829.262412850165,0.007186388821522845,0.07999502418869732,0.17994595820279244,0.17994595820279244,True,True,False,True,True,False,False,10761.9140625
2020-12-21,14273.7900390625,14384.9599609375,14166.8896484375,14384.9599609375,14384.9599609375,6280700,14316.556761148655,54.63141793563409,2561.2756578399135,16877.832418988568,11755.281103308742,16836.19317727319,11345.167500122016,16472.129894969974,16950.111254960393,10830.523343491099,0.004264210121374455,0.08538440207262946,0.17890304914590477,0.17890304914590477,True,True,False,True,True,False,False,25625.9765625
2020-12-22,14348.1103515625,14411.9296875,14175.6904296875,14177.4599609375,14177.4599609375,8023200,14298.721665579775,-17.835095568880206,2510.189144362869,16808.910809942645,11788.532521216906,16833.551221870748,11388.101846637666,16480.945049284626,16950.111254960393,10830.523343491099,0.008330355057488277,0.08845456007456459,0.17555339582596796,0.17555339582596785,True,True,False,True,True,False,False,-7856.0546875
2020-12-23,14180.7001953125,14247.7900390625,14134.8701171875,14223.08984375,14223.08984375,5537300,14219.066789257455,-79.65487632231998,2526.865339575614,16745.93212883307,11692.201449681841,16825.079959374572,11417.503059011126,16489.138737620102,16950.111254960393,10830.523343491099,0.012045887077441593,0.07956015409990243,0.17770964698503755,0.17770964698503755,True,True,False,True,True,False,False,7261.9140625
2020-12-24,14256.2900390625,14324.419921875,14256.2900390625,14280.2802734375,14280.2802734375,5380500,14239.4389851672,20.372195909745642,2601.3632573926716,16840.802242559872,11638.075727774529,16826.597841370498,11438.797884881069,16496.98662375383,16950.111254960393,10830.523343491099,0.006448866957645028,0.07456263734187424,0.18268720137797803,0.18268720137797803,True,True,False,True,True,False,False,17400.0
2020-12-25,14306.98046875,14400.830078125,14296.9697265625,14331.419921875,14331.419921875,5375300,14294.987961680963,55.54897651376268,2582.3071250719668,16877.29508675293,11712.680836608997,16831.485943370488,11465.204996234075,16504.588881017844,16950.111254960393,10830.523343491099,0.004295910930151258,0.08145104951443138,0.18064423222979123,0.18064423222979123,True,True,False,True,True,False,False,28693.9453125
2020-12-28,14363.4501953125,14483.0703125,14363.4501953125,14483.0703125,14483.0703125,6279800,14400.311381893069,105.3234202121057,2530.3566340304455,16930.668015923515,11869.954747862623,16841.03756622838,11504.183985882773,16512.065518466967,16950.111254960393,10830.523343491099,0.0011470862193419743,0.09597240792580895,0.1757154110717434,0.1757154110717434,True,True,False,True,True,False,False,56185.9375
2020-12-29,14500.91015625,14547.0703125,14435.0302734375,14472.0498046875,14472.0498046875,7396000,14489.901244500172,89.58986260710299,2431.898945754014,16921.800190254187,12058.002298746158,16848.807042962137,11557.46207767863,16519.38598639078,16950.111254960393,10936.777364875707,0.0016702583411020773,0.10251876731726758,0.1678340593713207,0.16783405937132057,True,True,False,True,True,False,False,53197.8515625
2020-12-30,14485.9697265625,14695.4404296875,14476.6904296875,14687.7001953125,14687.7001953125,6211900,14598.73898740581,108.83774290563815,2348.1977401628233,16946.936727568635,12250.541247242987,16858.238170112756,11624.073091459219,16526.595607321033,16950.111254960393,11115.187525201882,0.0001872865224309125,0.10214436053974575,0.16084935433043854,0.16084935433043843,True,True,False,True,True,False,False,96909.9609375
2020-12-31,14704.5302734375,14760.0595703125,14646.330078125,14732.5302734375,14732.5302734375,5881100,14735.192631358892,136.45364395308206,2246.581428922602,16981.774060281496,12488.61120243629,16870.10072853321,11707.090535492422,16533.751964012954,16981.774060281496,11260.66095494332,0.0,0.10904779501010661,0.15246366200476485,0.15246366200476472,True,True,False,True,True,False,False,100053.90625
2021-01-04,14720.25,14937.1298828125,14720.25,14902.0302734375,14902.0302734375,6487600,14856.806102280876,121.61347092198412,2119.3018208497724,16976.10792313065,12737.504281431104,16880.272084564353,11805.958401104084,16540.82380320788,16981.774060281496,11470.981382520848,0.0003336599068349277,0.11041103255909275,0.1426485481643602,0.1426485481643601,True,True,False,True,True,False,False,138731.8359375
2021-01-05,14913.6396484375,15000.0302734375,14861.990234375,15000.0302734375,15000.0302734375,6302200,14994.359262800528,137.553160519652,2005.9966730367826,17000.35593583731,12988.362589763745,16891.78589823572,11919.329028113125,16547.84304510844,17000.35593583731,11500.253078871421,0.0,0.12939797939110742,0.13378342067696444,0.13378342067696455,True,True,False,True,True,False,False,185173.828125
2021-01-06,15145.849609375,15197.6796875,14837.0,14983.1298828125,14983.1298828125,7787000,15053.396384691247,59.03712189071848,1878.020186887527,16931.416571578775,13175.37619780372,16895.583301549923,12039.683220525822,16554.66148150925,17000.35593583731,11500.253078871421,0.004055171816326985,0.14565967439532967,0.12475724008685549,0.12475724008685538,True,True,False,True,True,False,False,167907.8125
2021-01-07,15059.51953125,15270.400390625,15049.8603515625,15214.0,15214.0,5878900,15146.313343893456,92.91695920220991,1823.1612144768467,16969.474558370304,13323.15212941661,16902.659430985343,12162.593460741724,16561.353749768405,17000.35593583731,11500.253078871421,0.0018165135826307178,0.1585094726214564,0.12036996548812931,0.12036996548812919,True,True,False,True,True,False,False,229029.8828125
2021-01-08,15365.1298828125,15463.9501953125,15275.3798828125,15463.9501953125,15463.9501953125,6192800,15367.964369790958,221.6510258975013,1736.915516003121,17104.87988579408,13631.048853787837,16922.014709200404,12303.144834269675,16568.158673531274,17104.87988579408,11500.253078871421,0.0,0.1852825116371719,0.11302183387523997,0.11302183387523997,True,True,False,True,True,False,False,241119.921875
2021-01-11,15425.580078125,15557.2998046875,15395.73046875,15557.2998046875,15557.2998046875,5319100,15566.323472782435,198.3591029914769,1531.7562148012585,17098.079687583693,14034.567257981176,16938.858536803215,12468.786980029909,16575.023485814087,17104.87988579408,11500.253078871421,0.00039755895719752025,0.22037029635163996,0.09840192627883644,0.09840192627883644,True,True,False,True,True,False,False,265909.9609375
2021-01-12,15549.5302734375,15642.0302734375,15421.23046875,15500.7001953125,15500.7001953125,6399400,15618.066755334696,51.74328255226101,1349.0887841744375,16967.155539509135,14268.977971160259,16941.56449743923,12640.934044859845,16581.687867843633,17104.87988579408,11500.253078871421,0.008051757580556084,0.24075338806026925,0.08638001138736506,0.08638001138736495,True,True,False,True,True,False,False,266035.9375
2021-01-13,15550.16015625,15778.51953125,15550.16015625,15769.98046875,15769.98046875,5900400,15701.78367766643,83.71692233173417,1301.6321151835994,17003.415792850028,14400.15156248283,16947.476858163638,12809.09751642184,16588.219814099346,17104.87988579408,11500.253078871421,0.0059318798858282555,0.2521595362922214,0.0828970862103384,0.0828970862103385,True,True,False,True,True,False,False,286243.9453125
2021-01-14,15651.2001953125,15760.150390625,15620.9599609375,15707.1904296875,15707.1904296875,5571500,15796.441549379631,94.65787171320153,1225.0624294729491,17021.50397885258,14571.379119906682,16954.550616357417,12977.494636509504,16594.646670279315,17104.87988579408,11604.064458408153,0.004874393009374148,0.2557133900913875,0.07755306317840041,0.07755306317840052,True,True,False,True,True,False,False,353435.9375
2021-01-15,15987.16015625,16041.58984375,15615.1103515625,15616.3896484375,15616.3896484375,6418300,15738.446008380994,-57.99554099863781,1138.8594751700568,16877.305483551052,14599.586533210937,16947.17170486191,13132.446438758914,16600.72468811695,17104.87988579408,11638.075727774529,0.013304647782533163,0.2544673943278008,0.07236162163428309,0.07236162163428297,True,True,False,True,True,False,False,291293.9453125
2021-01-18,15676.4501953125,15676.4501953125,15320.9697265625,15612.0,15612.0,5431000,15663.137317813429,-75.30869056756455,1191.623423757258,16854.760741570688,14471.51389405617,16938.346603611782,13260.325268855153,16606.44709346432,17104.87988579408,11638.075727774529,0.014622677615591965,0.2434627710420871,0.07607820831667263,0.07607820831667263,True,True,False,True,True,False,False,299331.8359375
2021-01-19,15716.6396484375,15928.1396484375,15716.6396484375,15877.3701171875,15877.3701171875,5516500,15746.253476850994,83.11615903756501,1260.374580974866,17006.62805782586,14485.878895876129,16944.86567770532,13377.333246967419,16612.08740320167,17104.87988579408,11638.075727774529,0.005744081725462391,0.24469708177832644,0.08004282306440558,0.08004282306440558,True,True,False,True,True,False,False,342973.828125
2021-01-20,15934.849609375,16004.3203125,15745.48046875,15806.1796875,15806.1796875,7303000,15851.594025327324,105.34054847632979,1184.5104488332513,17036.104474160577,14667.083576494073,16953.57452048573,13500.441324695492,16617.68555266534,17104.87988579408,11638.075727774529,0.004020806465330461,0.26026706816237233,0.0747250053805736,0.07472500538057349,True,True,False,True,True,False,False,311150.0
2021-01-21,15775.73046875,16238.4599609375,15775.73046875,16153.76953125,16153.76953125,5268500,15996.399125352855,144.80510002553092,1088.8518087660213,17085.250934118878,14907.547316586833,16966.140501478327,13634.722527082544,16623.305793775227,17104.87988579408,11638.075727774529,0.0011475644264244485,0.2809288807950989,0.06806855719424323,0.06806855719424311,True,True,False,True,True,False,False,352981.8359375
2021-01-22,15984.8896484375,16138.0400390625,15973.01953125,16019.0302734375,16019.0302734375,5023800,16121.61640271243,125.21727735957575,958.5338012149498,17080.15020392738,15163.082601497481,16977.018438834766,13780.547003337086,16628.920280204744,17104.87988579408,11712.680836608997,0.0014457676424396695,0.2945868510395976,0.05945643273423117,0.05945643273423117,True,True,False,True,True,False,False,357245.8984375
2021-01-25,16006.2099609375,16014.9599609375,15772.6298828125,15946.5400390625,15946.5400390625,4667900,16053.453694128126,-68.16270858430471,847.381815841173,16900.8355099693,15206.071878286954,16969.750910712784,13916.536027014223,16634.24575880643,17104.87988579408,11869.954747862623,0.011929015414732088,0.28105558962009125,0.05278501635764029,0.05278501635764018,True,True,False,True,True,False,False,347035.9375
2021-01-26,15955.16015625,16023.8701171875,15589.2099609375,15658.849609375,15658.849609375,4526600,15861.166841985174,-192.28685214295183,907.6760108086115,16768.842852793787,14953.490831176563,16950.588155787507,14015.441521331244,16639.11256491383,17104.87988579408,12058.002298746158,0.019645682123694806,0.24013003652615741,0.05722630748741362,0.0572263074874135,True,True,False,True,True,False,False,298355.859375
2021-01-27,15711.759765625,15837.4697265625,15642.1201171875,15701.4501953125,15701.4501953125,4293000,15691.250317867205,-169.91652411796895,1080.190561069594,16771.4408789368,14611.059756797611,16933.503396481396,14072.24391526188,16643.573032058797,17104.87988579408,12250.541247242987,0.019493794115105517,0.19268687496447262,0.06884031158687272,0.06884031158687272,True,True,False,True,True,False,False,259973.828125
2021-01-28,15519.849609375,15557.01953125,15367.4501953125,15415.8798828125,15415.8798828125,5142300,15539.696827585754,-151.55349028145065,1234.6807849448066,16774.37761253056,14305.016042640947,16918.329986930126,14094.439858201804,16647.673882131505,17104.87988579408,12488.61120243629,0.01932210430416452,0.14544490262058213,0.07945333803121724,0.07945333803121736,True,True,False,True,True,False,False,264875.9765625
2021-01-29,15544.3603515625,15603.41015625,15138.3095703125,15138.3095703125,15138.3095703125,5546700,15260.176484447078,-279.52034313867625,1373.5443333074609,16633.72081775454,13886.632151139616,16891.19429975209,14074.626705490109,16609.83495306325,17104.87988579408,12737.504281431104,0.027545301176352885,0.09021609291105212,0.09000841731465921,0.09000841731465921,True,True,False,True,False,True,False,191315.8203125
2021-02-01,15176.5595703125,15429.98046875,15089.9599609375,15410.08984375,15410.08984375,4413200,15191.992817101422,-68.18366734565643,1631.41063955977,16823.40345666119,13560.582177541652,16884.731553318434,14025.620980110885,16613.8189617626,17104.87988579408,12988.362589763745,0.01645591381010854,0.04405632995100388,0.10738621714745106,0.10738621714745106,True,True,False,True,False,True,False,191315.8203125
2021-02-02,15546.6904296875,15838.150390625,15546.6904296875,15760.0498046875,15760.0498046875,4965800,15467.509975286528,275.5171581851064,1694.5631415630473,17162.073116849577,13772.946833723481,16911.169002963295,14001.534940007039,16576.500618594666,17162.073116849577,13175.37619780372,0.0,0.04535510993753435,0.10955629860724611,0.10955629860724599,True,True,False,True,False,True,False,134925.9765625
2021-02-03,15828.6396484375,15896.400390625,15741.16015625,15771.3203125,15771.3203125,5015900,15723.817557143986,256.307581857458,1439.9525811788656,17163.770138322852,14283.86497596512,16935.24600263154,14028.44558778549,16581.553370482507,17163.770138322852,13323.15212941661,0.0,0.07210852486081885,0.0915777975638388,0.0915777975638388,True,True,False,True,True,False,False,161103.90625
2021-02-04,15697.75,15801.3701171875,15606.740234375,15706.2197265625,15706.2197265625,4217800,15774.810668791104,50.993111647117985,1204.9583907601552,16979.769059551258,14569.852278030949,16939.48944287898,14080.04642336526,16586.524704821346,17163.770138322852,13560.582177541652,0.010720318280233865,0.07442675301660713,0.07638496689814757,0.07638496689814768,True,True,False,True,True,False,False,161103.90625
2021-02-05,15805.759765625,15938.08984375,15774.33984375,15802.400390625,15802.400390625,4311100,15792.14631856761,17.335649776505306,1158.5190028339787,16950.66532140159,14633.62731573363,16940.554527397733,14132.803836319023,16591.374428418283,17163.770138322852,13560.582177541652,0.01241596777420407,0.07912972497368898,0.07336045268728622,0.0733604526872861,True,True,False,True,True,False,False,239441.9921875
2021-02-17,16197.4501953125,16406.779296875,16197.4501953125,16362.2900390625,16362.2900390625,5847800,16074.051927737022,281.90560916941286,1142.7612715961347,17216.813199333155,14931.290656140887,16966.880870078363,14208.896425548252,16596.44883979207,17216.813199333155,13560.582177541652,0.0,0.10108035633376666,0.07109354111418603,0.07109354111418614,True,True,False,True,True,False,False,273198.046875
2021-02-18,16366.23046875,16517.73046875,16323.2197265625,16424.509765625,16424.509765625,5808600,16418.774503368557,344.7225756315347,889.3980346762964,17308.172538044855,15529.37646869226,16999.402713541363,14334.725589544618,16601.821558108728,17308.172538044855,13560.582177541652,0.0,0.14518508611018383,0.054169574866493535,0.054169574866493424,True,True,False,True,True,False,False,275333.984375
2021-02-19,16376.91015625,16382.7001953125,16211.25,16341.3798828125,16341.3798828125,5567600,16489.463303660865,70.68880029230786,594.1497024916848,17083.61300615255,15895.31360116918,17007.426731650517,14483.426966513149,16607.158468286907,17308.172538044855,13560.582177541652,0.01297419074132194,0.172170441730311,0.03603208252143522,0.03603208252143512,True,False,False,True,False,False,True,289125.78125
2021-02-22,16445.869140625,16579.169921875,16410.16015625,16410.16015625,16410.16015625,6377000,16474.22792977185,-15.235373889016046,537.8096674859388,17012.037597257786,15936.41826228591,17007.86605937354,14621.869378830914,16612.362462976347,17308.172538044855,13560.582177541652,0.017109544068626494,0.17520162878250148,0.032645515758223775,0.032645515758223886,False,False,False,True,False,False,True,264127.9296875
