,a,p,q,num_vol,rolling,distance_threshold,retrace_threshold,offset_threshold,duration,average_holding_duration,profit,return,max_drawDown,caimar_ratio,trade_times,win_rate,profit_factor,sharp_ratio
1347,0.25000000000000006,1,1,1,20,0.12999999999999998,0.06999999999999999,0.05500000000000001,361,45.6,385681.8359375,0.38568183593750005,0.20267909694390351,1.9029186618304654,5,0.8,5.023978513686725,0.06687831859239655
1348,0.25000000000000006,1,1,1,20,0.12999999999999998,0.06999999999999999,0.07,361,116.5,610884.1796875,0.6108841796875,0.1455577193336154,4.1968518226598865,2,0.5,,0.10467406675018036
1349,0.25000000000000006,1,1,1,20,0.12999999999999998,0.06999999999999999,0.085,361,116.5,416696.09375,0.41669609374999994,0.2605453932550972,1.5993224387660436,2,0.0,0.0,0.07088609395046852
1350,0.25000000000000006,1,1,1,20,0.12999999999999998,0.06999999999999999,0.1,361,116.5,416696.09375,0.41669609374999994,0.2605453932550972,1.5993224387660436,2,0.0,0.0,0.07088609395046852
1351,0.25000000000000006,1,1,1,20,0.12999999999999998,0.08999999999999998,0.01,361,6.857142857142857,105506.640625,0.10550664062500004,0.18512281045252932,0.5699278244917035,14,0.42857142857142855,1.3265916380245883,0.03150665518211243
1352,0.25000000000000006,1,1,1,20,0.12999999999999998,0.08999999999999998,0.025,361,14.666666666666666,140202.734375,0.14020273437500008,0.19295626746707872,0.7266036818364596,9,0.5555555555555556,1.4959112629731133,0.032285629250181816
1353,0.25000000000000006,1,1,1,20,0.12999999999999998,0.08999999999999998,0.04,361,44.0,556638.28125,0.5566382812499999,0.16298949452856382,3.415178891498736,5,0.6,6.643596471252191,0.09667128045317827
1354,0.25000000000000006,1,1,1,20,0.12999999999999998,0.08999999999999998,0.05500000000000001,361,56.5,356274.21875,0.3562742187500001,0.20688214351387213,1.7221119846242832,4,0.75,4.717156649977279,0.06180879662102289
1355,0.25000000000000006,1,1,1,20,0.12999999999999998,0.08999999999999998,0.07,361,116.5,610884.1796875,0.6108841796875,0.1455577193336154,4.1968518226598865,2,0.5,,0.10467406675018036
1356,0.25000000000000006,1,1,1,20,0.12999999999999998,0.08999999999999998,0.085,361,116.5,416696.09375,0.41669609374999994,0.2605453932550972,1.5993224387660436,2,0.0,0.0,0.07088609395046852
1357,0.25000000000000006,1,1,1,20,0.12999999999999998,0.08999999999999998,0.1,361,116.5,416696.09375,0.41669609374999994,0.2605453932550972,1.5993224387660436,2,0.0,0.0,0.07088609395046852
1358,0.25000000000000006,1,1,1,20,0.12999999999999998,0.10999999999999997,0.01,361,7.153846153846154,122390.625,0.12239062499999998,0.1828472199707758,0.6693600538173973,13,0.46153846153846156,1.3995623331012372,0.035637874183783995
1359,0.25000000000000006,1,1,1,20,0.12999999999999998,0.10999999999999997,0.025,361,14.444444444444445,140344.7265625,0.14034472656249997,0.19293687671361637,0.7274126592751838,9,0.5555555555555556,1.49641350371292,0.03232674655788363
1360,0.25000000000000006,1,1,1,20,0.12999999999999998,0.10999999999999997,0.04,361,43.6,556780.2734375,0.5567802734375,0.1591382822973617,3.4987198893922624,5,0.6,6.645036089466232,0.0967166294049217
1361,0.25000000000000006,1,1,1,20,0.12999999999999998,0.10999999999999997,0.05500000000000001,361,56.0,356416.2109375,0.3564162109375,0.20267909694390351,1.7585247630945733,4,0.75,4.718638113345193,0.06184634960118409
1362,0.25000000000000006,1,1,1,20,0.12999999999999998,0.10999999999999997,0.07,361,116.5,610884.1796875,0.6108841796875,0.1455577193336154,4.1968518226598865,2,0.5,,0.10467406675018036
1363,0.25000000000000006,1,1,1,20,0.12999999999999998,0.10999999999999997,0.085,361,116.5,416696.09375,0.41669609374999994,0.2605453932550972,1.5993224387660436,2,0.0,0.0,0.07088609395046852
1364,0.25000000000000006,1,1,1,20,0.12999999999999998,0.10999999999999997,0.1,361,116.5,416696.09375,0.41669609374999994,0.2605453932550972,1.5993224387660436,2,0.0,0.0,0.07088609395046852
1365,0.25000000000000006,1,1,1,20,0.12999999999999998,0.12999999999999998,0.01,361,6.3076923076923075,-41471.484375,-0.041471484375000034,0.20761560993693107,-0.19975128261115885,13,0.38461538461538464,0.8688149641909224,-0.007306590420220624
1366,0.25000000000000006,1,1,1,20,0.12999999999999998,0.12999999999999998,0.025,361,13.222222222222221,-23517.3828125,-0.023517382812500043,0.2299882209363,-0.10225472729324546,9,0.5555555555555556,0.916816636534525,-0.002886599980462297
1367,0.25000000000000006,1,1,1,20,0.12999999999999998,0.12999999999999998,0.04,361,41.4,392918.1640625,0.3929181640624999,0.17890661224098914,2.196219352324636,5,0.6,4.9836849869800695,0.07102737004262356
1368,0.25000000000000006,1,1,1,20,0.12999999999999998,0.12999999999999998,0.05500000000000001,361,53.5,257042.1875,0.25704218749999996,0.21552868926005442,1.1926124006157521,4,0.75,3.6818277223162994,0.04578739386498447
1369,0.25000000000000006,1,1,1,20,0.12999999999999998,0.12999999999999998,0.07,361,116.5,610884.1796875,0.6108841796875,0.1455577193336154,4.1968518226598865,2,0.5,,0.10467406675018036
1370,0.25000000000000006,1,1,1,20,0.12999999999999998,0.12999999999999998,0.085,361,116.5,416696.09375,0.41669609374999994,0.2605453932550972,1.5993224387660436,2,0.0,0.0,0.07088609395046852
1371,0.25000000000000006,1,1,1,20,0.12999999999999998,0.12999999999999998,0.1,361,116.5,416696.09375,0.41669609374999994,0.2605453932550972,1.5993224387660436,2,0.0,0.0,0.07088609395046852
1372,0.30000000000000004,1,1,1,20,0.01,0.01,0.01,361,6.37037037037037,181326.7578125,0.18132675781249996,0.250644568239629,0.723441800817891,27,0.3333333333333333,1.171137574332902,0.04246198962421764
1373,0.30000000000000004,1,1,1,20,0.01,0.01,0.025,361,11.777777777777779,-225021.484375,-0.22502148437500002,0.4795749261409006,-0.46921027791367065,18,0.3333333333333333,0.6595311666789357,-0.0356672140381521
1374,0.30000000000000004,1,1,1,20,0.01,0.01,0.04,361,30.0,668707.421875,0.668707421875,0.1689475494463043,3.958077072242659,8,0.625,6.621953733339512,0.11237456423268966
1375,0.30000000000000004,1,1,1,20,0.01,0.01,0.05500000000000001,361,48.6,519573.828125,0.519573828125,0.18875502757758733,2.752635703498972,5,0.8,6.420929185235903,0.08634673705860275
1376,0.30000000000000004,1,1,1,20,0.01,0.01,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1377,0.30000000000000004,1,1,1,20,0.01,0.01,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1378,0.30000000000000004,1,1,1,20,0.01,0.01,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1379,0.30000000000000004,1,1,1,20,0.01,0.03,0.01,361,6.148148148148148,73558.7890625,0.07355878906250002,0.2780002649215011,0.2645997085048491,27,0.25925925925925924,0.9660582502093555,0.02174453230652448
1380,0.30000000000000004,1,1,1,20,0.01,0.03,0.025,361,11.722222222222221,-197891.40625,-0.19789140625,0.4587064347745091,-0.4314118818657503,18,0.3333333333333333,0.6595311666789357,-0.03098999736891605
1381,0.30000000000000004,1,1,1,20,0.01,0.03,0.04,361,30.0,668707.421875,0.668707421875,0.1689475494463043,3.958077072242659,8,0.625,6.621953733339512,0.11237456423268966
1382,0.30000000000000004,1,1,1,20,0.01,0.03,0.05500000000000001,361,48.6,519573.828125,0.519573828125,0.18875502757758733,2.752635703498972,5,0.8,6.420929185235903,0.08634673705860275
1383,0.30000000000000004,1,1,1,20,0.01,0.03,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1384,0.30000000000000004,1,1,1,20,0.01,0.03,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1385,0.30000000000000004,1,1,1,20,0.01,0.03,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1386,0.30000000000000004,1,1,1,20,0.01,0.049999999999999996,0.01,361,6.565217391304348,135610.15625,0.13561015625000006,0.2098667981153517,0.6461725126023172,23,0.30434782608695654,1.2092378445074359,0.0345963323045664
1387,0.30000000000000004,1,1,1,20,0.01,0.049999999999999996,0.025,361,11.176470588235293,-116843.5546875,-0.11684355468749996,0.33158976030816123,-0.352373832590343,17,0.35294117647058826,0.8185618896428253,-0.017741866588459134
1388,0.30000000000000004,1,1,1,20,0.01,0.049999999999999996,0.04,361,30.0,668707.421875,0.668707421875,0.1689475494463043,3.958077072242659,8,0.625,6.621953733339512,0.11237456423268966
1389,0.30000000000000004,1,1,1,20,0.01,0.049999999999999996,0.05500000000000001,361,48.6,519573.828125,0.519573828125,0.18875502757758733,2.752635703498972,5,0.8,6.420929185235903,0.08634673705860275
1390,0.30000000000000004,1,1,1,20,0.01,0.049999999999999996,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1391,0.30000000000000004,1,1,1,20,0.01,0.049999999999999996,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1392,0.30000000000000004,1,1,1,20,0.01,0.049999999999999996,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1393,0.30000000000000004,1,1,1,20,0.01,0.06999999999999999,0.01,361,6.409090909090909,102640.4296875,0.10264042968750009,0.19453805760984555,0.5276110543539501,22,0.2727272727272727,1.2038745593250701,0.02809561711628539
1394,0.30000000000000004,1,1,1,20,0.01,0.06999999999999999,0.025,361,11.5625,1990.625,0.0019906249999999126,0.22926750853144895,0.008682542994210868,16,0.375,1.0294555146013402,0.003973867954341259
1395,0.30000000000000004,1,1,1,20,0.01,0.06999999999999999,0.04,361,29.75,648980.2734375,0.6489802734375001,0.1634888882612875,3.969568087100217,8,0.625,6.47785019982199,0.1094024198045029
1396,0.30000000000000004,1,1,1,20,0.01,0.06999999999999999,0.05500000000000001,361,48.4,528029.8828125,0.5280298828125001,0.18298188905306523,2.885694784030621,5,0.8,6.509154710014244,0.08776706072222262
1397,0.30000000000000004,1,1,1,20,0.01,0.06999999999999999,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1398,0.30000000000000004,1,1,1,20,0.01,0.06999999999999999,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1399,0.30000000000000004,1,1,1,20,0.01,0.06999999999999999,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1400,0.30000000000000004,1,1,1,20,0.01,0.08999999999999998,0.01,361,6.571428571428571,117806.4453125,0.11780644531250006,0.1834595155260096,0.6421386482719579,21,0.2857142857142857,1.2038745593250701,0.03120889046062693
1401,0.30000000000000004,1,1,1,20,0.01,0.08999999999999998,0.025,361,12.133333333333333,17156.640625,0.017156640625000108,0.21760178959489984,0.07884420737963557,15,0.4,1.0294555146013402,0.006603937137618671
1402,0.30000000000000004,1,1,1,20,0.01,0.08999999999999998,0.04,361,39.333333333333336,667459.9609375,0.6674599609375,0.1634888882612875,4.0826013806563255,6,0.6666666666666666,6.46078103952177,0.1122510604276084
1403,0.30000000000000004,1,1,1,20,0.01,0.08999999999999998,0.05500000000000001,361,60.25,527116.2109375,0.5271162109375,0.18298188905306523,2.880701547379014,4,0.75,6.499621992496908,0.0874182817757034
1404,0.30000000000000004,1,1,1,20,0.01,0.08999999999999998,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1405,0.30000000000000004,1,1,1,20,0.01,0.08999999999999998,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1406,0.30000000000000004,1,1,1,20,0.01,0.08999999999999998,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1407,0.30000000000000004,1,1,1,20,0.01,0.10999999999999997,0.01,361,6.65,76932.6171875,0.0769326171875,0.18910578017995017,0.406823192365099,20,0.3,1.1371113519128129,0.022274696366368366
1408,0.30000000000000004,1,1,1,20,0.01,0.10999999999999997,0.025,361,12.642857142857142,18018.5546875,0.01801855468750002,0.21693880417742406,0.08305823734864645,14,0.42857142857142855,1.032568822399922,0.006595655410999726
1409,0.30000000000000004,1,1,1,20,0.01,0.10999999999999997,0.04,361,46.8,636726.171875,0.6367261718749999,0.16223167365657032,3.924795679682694,5,0.8,6.330840186217486,0.10653954585065716
1410,0.30000000000000004,1,1,1,20,0.01,0.10999999999999997,0.05500000000000001,361,59.5,498764.2578125,0.4987642578125,0.18298188905306523,2.725757507443029,4,0.75,6.203814309672713,0.08296145923217564
1411,0.30000000000000004,1,1,1,20,0.01,0.10999999999999997,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1412,0.30000000000000004,1,1,1,20,0.01,0.10999999999999997,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1413,0.30000000000000004,1,1,1,20,0.01,0.10999999999999997,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1414,0.30000000000000004,1,1,1,20,0.01,0.12999999999999998,0.01,361,6.1,-86929.4921875,-0.08692949218750001,0.27781859465823067,-0.31290019407966446,20,0.25,0.8477362397663559,-0.014805827579775426
1415,0.30000000000000004,1,1,1,20,0.01,0.12999999999999998,0.025,361,12.142857142857142,-132725.390625,-0.132725390625,0.33289124289859684,-0.39870496282604206,14,0.42857142857142855,0.7804796501908657,-0.022401966513274186
1416,0.30000000000000004,1,1,1,20,0.01,0.12999999999999998,0.04,361,44.6,464340.0390625,0.4643400390625001,0.18183621600469835,2.5536169266220448,5,0.8,4.887577815460237,0.08074597796618939
1417,0.30000000000000004,1,1,1,20,0.01,0.12999999999999998,0.05500000000000001,361,57.0,399390.234375,0.399390234375,0.19458270389299814,2.0525474586612096,4,0.75,5.167003918643819,0.06787351185823125
1418,0.30000000000000004,1,1,1,20,0.01,0.12999999999999998,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1419,0.30000000000000004,1,1,1,20,0.01,0.12999999999999998,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1420,0.30000000000000004,1,1,1,20,0.01,0.12999999999999998,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1421,0.30000000000000004,1,1,1,20,0.03,0.01,0.01,361,6.576923076923077,200782.8125,0.20078281249999996,0.24731495392434533,0.8118506758852125,26,0.34615384615384615,1.2135668988795167,0.04647941281609545
1422,0.30000000000000004,1,1,1,20,0.03,0.01,0.025,361,12.352941176470589,-136699.609375,-0.13669960937500003,0.4116376250609389,-0.3320872560052376,17,0.4117647058823529,0.7347609557039009,-0.02042990757547994
1423,0.30000000000000004,1,1,1,20,0.03,0.01,0.04,361,30.0,668707.421875,0.668707421875,0.1689475494463043,3.958077072242659,8,0.625,6.621953733339512,0.11237456423268966
1424,0.30000000000000004,1,1,1,20,0.03,0.01,0.05500000000000001,361,48.6,519573.828125,0.519573828125,0.18875502757758733,2.752635703498972,5,0.8,6.420929185235903,0.08634673705860275
1425,0.30000000000000004,1,1,1,20,0.03,0.01,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1426,0.30000000000000004,1,1,1,20,0.03,0.01,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1427,0.30000000000000004,1,1,1,20,0.03,0.01,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1428,0.30000000000000004,1,1,1,20,0.03,0.03,0.01,361,6.269230769230769,84240.8203125,0.08424082031250002,0.27009137478062994,0.3118974842529532,26,0.2692307692307692,0.9798872331163871,0.023816462435442654
1429,0.30000000000000004,1,1,1,20,0.03,0.03,0.025,361,12.235294117647058,-141217.578125,-0.14121757812500002,0.41511285249738783,-0.34019081142733026,17,0.4117647058823529,0.7062543322291511,-0.021362399561617396
1430,0.30000000000000004,1,1,1,20,0.03,0.03,0.04,361,30.0,668707.421875,0.668707421875,0.1689475494463043,3.958077072242659,8,0.625,6.621953733339512,0.11237456423268966
1431,0.30000000000000004,1,1,1,20,0.03,0.03,0.05500000000000001,361,48.6,519573.828125,0.519573828125,0.18875502757758733,2.752635703498972,5,0.8,6.420929185235903,0.08634673705860275
1432,0.30000000000000004,1,1,1,20,0.03,0.03,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1433,0.30000000000000004,1,1,1,20,0.03,0.03,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1434,0.30000000000000004,1,1,1,20,0.03,0.03,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1435,0.30000000000000004,1,1,1,20,0.03,0.049999999999999996,0.01,361,6.7272727272727275,146292.1875,0.14629218750000006,0.20829906168296086,0.7023180340709473,22,0.3181818181818182,1.2391382362581007,0.03681512181338542
1436,0.30000000000000004,1,1,1,20,0.03,0.049999999999999996,0.025,361,12.2,-52991.796875,-0.052991796875,0.30653913804053234,-0.1728712268643266,15,0.4666666666666667,0.8955664390484422,-0.00653040043526135
1437,0.30000000000000004,1,1,1,20,0.03,0.049999999999999996,0.04,361,30.0,668707.421875,0.668707421875,0.1689475494463043,3.958077072242659,8,0.625,6.621953733339512,0.11237456423268966
1438,0.30000000000000004,1,1,1,20,0.03,0.049999999999999996,0.05500000000000001,361,48.6,519573.828125,0.519573828125,0.18875502757758733,2.752635703498972,5,0.8,6.420929185235903,0.08634673705860275
1439,0.30000000000000004,1,1,1,20,0.03,0.049999999999999996,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1440,0.30000000000000004,1,1,1,20,0.03,0.049999999999999996,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1441,0.30000000000000004,1,1,1,20,0.03,0.049999999999999996,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1442,0.30000000000000004,1,1,1,20,0.03,0.06999999999999999,0.01,361,6.571428571428571,113322.4609375,0.11332246093750009,0.19303181871012465,0.58706622408027,21,0.2857142857142857,1.2336367346025543,0.030341260533031926
1443,0.30000000000000004,1,1,1,20,0.03,0.06999999999999999,0.025,361,12.714285714285714,65842.3828125,0.0658423828125001,0.21259836725400483,0.30970314430417994,14,0.5,1.1608709058716524,0.015735586790484785
1444,0.30000000000000004,1,1,1,20,0.03,0.06999999999999999,0.04,361,29.75,648980.2734375,0.6489802734375001,0.1634888882612875,3.969568087100217,8,0.625,6.47785019982199,0.1094024198045029
1445,0.30000000000000004,1,1,1,20,0.03,0.06999999999999999,0.05500000000000001,361,48.4,528029.8828125,0.5280298828125001,0.18298188905306523,2.885694784030621,5,0.8,6.509154710014244,0.08776706072222262
1446,0.30000000000000004,1,1,1,20,0.03,0.06999999999999999,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1447,0.30000000000000004,1,1,1,20,0.03,0.06999999999999999,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1448,0.30000000000000004,1,1,1,20,0.03,0.06999999999999999,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1449,0.30000000000000004,1,1,1,20,0.03,0.08999999999999998,0.01,361,6.75,128488.4765625,0.12848847656250006,0.18203905383227037,0.7058291825713867,20,0.3,1.2336367346025543,0.033479222823936935
1450,0.30000000000000004,1,1,1,20,0.03,0.08999999999999998,0.025,361,13.461538461538462,81008.3984375,0.08100839843750007,0.20139432277430902,0.4022377459382582,13,0.5384615384615384,1.1608709058716524,0.018427087151534384
1451,0.30000000000000004,1,1,1,20,0.03,0.08999999999999998,0.04,361,39.333333333333336,667459.9609375,0.6674599609375,0.1634888882612875,4.0826013806563255,6,0.6666666666666666,6.46078103952177,0.1122510604276084
1452,0.30000000000000004,1,1,1,20,0.03,0.08999999999999998,0.05500000000000001,361,60.25,527116.2109375,0.5271162109375,0.18298188905306523,2.880701547379014,4,0.75,6.499621992496908,0.0874182817757034
1453,0.30000000000000004,1,1,1,20,0.03,0.08999999999999998,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1454,0.30000000000000004,1,1,1,20,0.03,0.08999999999999998,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1455,0.30000000000000004,1,1,1,20,0.03,0.08999999999999998,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1456,0.30000000000000004,1,1,1,20,0.03,0.10999999999999997,0.01,361,6.842105263157895,87614.6484375,0.0876146484375,0.1875968985462464,0.4670367640214544,19,0.3157894736842105,1.1643161378801066,0.0245173508566465
1457,0.30000000000000004,1,1,1,20,0.03,0.10999999999999997,0.025,361,13.23076923076923,52656.4453125,0.05265644531250002,0.2057028274504077,0.2559830896111276,13,0.5384615384615384,1.1045680475208814,0.013068174937889827
1458,0.30000000000000004,1,1,1,20,0.03,0.10999999999999997,0.04,361,46.8,636726.171875,0.6367261718749999,0.16223167365657032,3.924795679682694,5,0.8,6.330840186217486,0.10653954585065716
1459,0.30000000000000004,1,1,1,20,0.03,0.10999999999999997,0.05500000000000001,361,59.5,498764.2578125,0.4987642578125,0.18298188905306523,2.725757507443029,4,0.75,6.203814309672713,0.08296145923217564
1460,0.30000000000000004,1,1,1,20,0.03,0.10999999999999997,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1461,0.30000000000000004,1,1,1,20,0.03,0.10999999999999997,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1462,0.30000000000000004,1,1,1,20,0.03,0.10999999999999997,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1463,0.30000000000000004,1,1,1,20,0.03,0.12999999999999998,0.01,361,6.2631578947368425,-76247.4609375,-0.07624746093750001,0.2650455009800713,-0.2876768730484244,19,0.2631578947368421,0.8595877699176921,-0.012661957539161937
1464,0.30000000000000004,1,1,1,20,0.03,0.12999999999999998,0.025,361,12.692307692307692,-133095.5078125,-0.1330955078125,0.3331759375204225,-0.3994751505856924,13,0.46153846153846156,0.773562178365279,-0.022853234330902725
1465,0.30000000000000004,1,1,1,20,0.03,0.12999999999999998,0.04,361,44.6,464340.0390625,0.4643400390625001,0.18183621600469835,2.5536169266220448,5,0.8,4.887577815460237,0.08074597796618939
1466,0.30000000000000004,1,1,1,20,0.03,0.12999999999999998,0.05500000000000001,361,57.0,399390.234375,0.399390234375,0.19458270389299814,2.0525474586612096,4,0.75,5.167003918643819,0.06787351185823125
1467,0.30000000000000004,1,1,1,20,0.03,0.12999999999999998,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1468,0.30000000000000004,1,1,1,20,0.03,0.12999999999999998,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1469,0.30000000000000004,1,1,1,20,0.03,0.12999999999999998,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1470,0.30000000000000004,1,1,1,20,0.049999999999999996,0.01,0.01,361,6.24,218040.8203125,0.21804082031249994,0.24443467642180194,0.8920208192402449,25,0.36,1.2510278731677333,0.05002441487183059
1471,0.30000000000000004,1,1,1,20,0.049999999999999996,0.01,0.025,361,13.0,-143349.609375,-0.14334960937499996,0.4167528137068066,-0.34396794613089066,16,0.375,0.7262797150434661,-0.021812075581087973
1472,0.30000000000000004,1,1,1,20,0.049999999999999996,0.01,0.04,361,30.0,668707.421875,0.668707421875,0.1689475494463043,3.958077072242659,8,0.625,6.621953733339512,0.11237456423268966
1473,0.30000000000000004,1,1,1,20,0.049999999999999996,0.01,0.05500000000000001,361,48.6,519573.828125,0.519573828125,0.18875502757758733,2.752635703498972,5,0.8,6.420929185235903,0.08634673705860275
1474,0.30000000000000004,1,1,1,20,0.049999999999999996,0.01,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1475,0.30000000000000004,1,1,1,20,0.049999999999999996,0.01,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1476,0.30000000000000004,1,1,1,20,0.049999999999999996,0.01,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1477,0.30000000000000004,1,1,1,20,0.049999999999999996,0.03,0.01,361,6.041666666666667,154068.75,0.15406874999999998,0.24093905743727562,0.6394511194604019,24,0.2916666666666667,1.0884091690889257,0.03832896611637197
1478,0.30000000000000004,1,1,1,20,0.049999999999999996,0.03,0.025,361,12.875,-147867.578125,-0.14786757812499995,0.4202280411432555,-0.3518746100872216,16,0.375,0.6981021394477972,-0.0227537951102285
1479,0.30000000000000004,1,1,1,20,0.049999999999999996,0.03,0.04,361,30.0,668707.421875,0.668707421875,0.1689475494463043,3.958077072242659,8,0.625,6.621953733339512,0.11237456423268966
1480,0.30000000000000004,1,1,1,20,0.049999999999999996,0.03,0.05500000000000001,361,48.6,519573.828125,0.519573828125,0.18875502757758733,2.752635703498972,5,0.8,6.420929185235903,0.08634673705860275
1481,0.30000000000000004,1,1,1,20,0.049999999999999996,0.03,0.07,361,123.5,753232.2265625,0.7532322265625,0.1314118073917242,5.731845878332662,2,0.5,,0.12424712265815464
1482,0.30000000000000004,1,1,1,20,0.049999999999999996,0.03,0.085,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1483,0.30000000000000004,1,1,1,20,0.049999999999999996,0.03,0.1,361,123.5,559044.140625,0.559044140625,0.23419967895311522,2.3870405934113847,2,0.5,,0.09147711152018363
1484,0.30000000000000004,1,1,1,20,0.049999999999999996,0.049999999999999996,0.01,361,6.5,216120.1171875,0.21612011718750002,0.1986009760480797,1.0882127645494506,20,0.35,1.4223669853024985,0.05207201654711931
1485,0.30000000000000004,1,1,1,20,0.049999999999999996,0.049999999999999996,0.025,361,12.538461538461538,45990.234375,0.04599023437500005,0.28552888507560026,0.1610703392156737,13,0.46153846153846156,1.0591455287763134,0.011795532863026531
1486,0.30000000000000004,1,1,1,20,0.049999999999999996,0.049999999999999996,0.04,361,30.0,668707.421875,0.668707421875,0.1689475494463043,3.958077072242659,8,0.625,6.621953733339512,0.11237456423268966
